,critical_temp,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi
Zn,-0.0336800341542897,-0.004506529768479353,-0.0042999237565637515,-0.0029558727823240706,-0.008584516629739454,-0.008435787143098703,-0.0035427983023609442,-0.03400946727766209,-0.004568849170016177,-0.00403536365940023,0.03440096353537016,-0.004969679283088948,-0.008466966400915784,-0.0050840797735886385,0.004366544395088595,-0.003701153832987866,-0.004763120843738399,-0.012764328091155953,-0.002946054902678773,-0.00683203657791078,-0.008474630856074918,-0.0027650827036800056,-0.002330598294150079,-0.010283137529732894,-0.005430893308425901,-0.001756551431170136,-0.029904685066229512,1.0,-0.00434569896798198,-0.006262222391755369,-0.006970445494356136,-0.008025201793720618,-0.001959694257786324,-0.003544567283996795,-0.020008263921461274,-0.010652910945302524,-0.0005429358087083728,-0.007856796815172267,-0.006144369210851298,-0.0022789676918748346,-0.00504643630717468,-0.007102930293348676,-0.0067719172059682075,0.007339673590289914,0.006588002319875527,-0.005122893536375625,-0.0066618791015125,-0.0043681453646431225,-0.007251503426206081,-0.0022481728470291743,-0.0019968629233928833,-0.0158524670239853,-0.007455672709251057,-0.007657539054907067,0.0013494974592480914,-0.007777143951816503,-0.0054570065994705985,-0.004774286487692013,-0.005782211149488412,-0.002289109097720653,-0.00306788159832445,-0.004547745828930136,-0.002980912145880294,-0.0040023366365836855,-0.0038315497748666522,-0.005319522010572816,-0.004030640698628685,-0.005629000193568561,-0.004371455729244276,-0.004980030105416473,-0.004475640867774022,0.015356574758253418,-0.005698860932737144,0.0070694356909095386,-0.0063771064148813025,-0.0050980309527935115,-0.0045165240391289475,-0.005707704340998944
Ga,-0.0820238970578388,-0.009409321334793207,-0.009393032777601312,0.009817803439894792,-0.024455861499183672,-0.019926973449019662,-0.006332736126695346,-0.10134379899317027,-0.014735930075488058,-0.008809250650998399,-0.015869385333805296,-0.003546932302527884,0.019963709943444895,-0.00025130121147864346,-0.018294113724251798,-0.008753504177080906,-0.014850305381795352,-0.018526211982314387,0.0006870039258178334,-0.014759370922219366,0.12674087677203932,-0.0014987504212984864,0.03206515856851245,-0.031282072904869146,-0.007859949117531401,-0.005647163343658737,-0.08785004984371117,-0.00434569896798198,1.0,-0.00507797237494103,-0.0160945322073406,-0.015974684337547052,-0.0052110749007699,-0.007742983030843962,-0.018929223137307733,-0.029175671777634818,-0.006781039550335794,0.05319603042487966,0.012215915559229166,-0.004978325068256716,-0.014780574745490153,-0.010774944406012902,-0.012502047610264294,0.007572986455099045,-0.004758195224246541,-0.013503769044401965,-0.013946353685027462,0.008452782936584313,-0.016654792700479572,-0.004911054808735092,-0.0043620770864075675,-0.06025398828211897,-0.02892209452115129,-0.017554534247979994,-0.01618170649472828,-0.018430368658756694,-0.01400333139450875,-0.010855925281732735,-0.016047621775719993,0.009536301213819924,0.00014990950098684515,-0.009934391411046049,-0.012060233613770965,-0.005940122507671866,0.009714415820925281,0.00048364661509185165,-0.00174606804737237,-0.011783789897586461,-0.00938998468865579,-0.010818041409996154,-0.009776880649945998,-0.01104652396223229,0.005291178805467112,0.07246883315847025,-0.013747069100695994,-0.014347640732995841,-0.013021141118522008,-0.031495702736356594
Ge,-0.10786641154398087,-0.010985475748263336,-0.010371094067894117,-0.007129343777644997,-0.026789368237583787,-0.022404782704742655,-0.012781123126064189,-0.1201377152064236,-0.016270327231818107,-0.007434480015341554,-0.017521804937050956,0.014637377186309884,-0.004420391271241194,-0.004673715390529578,-0.020434554135177103,-0.009664973751679793,-0.01639661200999924,-0.034647657281194295,0.006415573243955714,-0.016478360556189592,0.015373554843925556,-0.006734843143088719,-0.0056212285406713,-0.028347180381218116,0.0029407427285066657,0.009643683222391813,-0.0954243797007227,-0.006262222391755369,-0.00507797237494103,1.0,-0.02855039730056174,-0.020240836950836116,-0.005753684594774231,-0.00854923082675457,-0.022698637821579767,0.039504923743001484,-0.014026693651188657,0.024140730527906388,-0.003502663303318667,-0.005496699394739697,-0.007217255390595793,0.00737044341330192,0.06407281392383846,0.0034016288565874263,-0.0019508925249944883,-0.013945448251610511,-0.013330462361811232,-0.0029295374770657483,0.010563676956394104,-0.005422424535280607,-0.004816283820750745,-0.053746391075759445,-0.0007767658975794466,0.0228428894711442,0.005845100352638094,-0.01940434367981206,-0.015461445796569289,-0.013096627798081678,-0.017865716606657433,-0.005521159706119743,0.008951035618433805,-0.010968822346377343,-0.013754957463810613,-0.009653336221608225,0.0020274282733430977,0.020947089814147637,-0.0051906331941036195,-0.007544229240335936,-0.010543623828776253,-0.009406683627585812,0.011987632055854087,0.005693478515424622,0.1363847954307233,0.014678202286142762,-0.015911806192921638,-0.015728550536152196,-0.016276639163861132,-0.035753778094628146
As,-0.10715405114832276,0.012999161362625437,0.032693235569707525,-0.015047776973978398,-0.0569933901079481,-0.048568346787849444,-0.026976885429634445,-0.19088177465744932,0.08263615468049779,0.14639152388603305,-0.03579707677354047,-0.03242140639075966,-0.04236177827117745,0.010190526411198598,-0.04313084384470523,-0.020399685302126984,0.1288115312098096,0.06197272585410605,-0.01125078891924106,-0.031871887570503424,-0.042111336225325015,0.008081072772514268,-0.0021618732815331643,0.7036689747544079,0.02442650978136807,-0.018819519283093326,-0.22644533696067456,-0.006970445494356136,-0.0160945322073406,-0.02855039730056174,1.0,-0.04240919237231177,-0.012144198016134597,0.02726003017221332,-0.04751107920038474,-0.08326152214739772,-0.035923446591109534,-0.0585935438349177,-0.04218943567057665,-0.011601784002116599,-0.004529850392012243,-0.02785231332372393,-0.011158363653996662,-0.015039489496188696,-0.007844911780920102,-0.031010137351605013,-0.03225841984650247,-0.024729718311504056,-0.03566909591212105,-0.011445013399549259,0.026940739373380828,0.01455329353598123,-0.010932150448857491,0.013213558342174846,0.039582604388145974,0.014237061984457773,0.12605242391858623,0.07188222412632779,-0.012902219492211146,0.04521425749120263,-0.00482951461005212,-0.01664221570336277,-0.028921367229860346,-0.020217159091813753,-0.019942282030492198,-0.02702852399929623,-0.01423125036152782,-0.028656151917586848,-0.019333181319095002,-0.025352370642660476,-0.01743003920706914,-0.029728226255044975,0.015414750728666509,-0.021886510374091152,-0.03363420769191178,-0.03348360991019177,-0.030959807168061244,-0.07432825280995935
Se,-0.11727169259566225,-0.008078569634527213,-0.005186409610399296,-0.009554010587865923,-0.03618577371737416,-0.031037652776572926,-0.017127941852680843,-0.16023058033149123,-0.009375547864622665,-0.0025127547274576816,-0.02348091424797576,-0.020092908155549684,-0.027367039314163184,-0.009504636965021967,-0.0005119094127819106,-0.00542025449610468,0.09828612971222707,-0.057797687955015525,-0.009522277109133268,0.021081215895469033,-0.027399989307991392,-0.008938382595417039,0.030134533168871287,0.2216993439658729,-0.019842147197458155,-0.023867351566307482,-0.12702559330457042,-0.008025201793720618,-0.015974684337547052,-0.020240836950836116,-0.04240919237231177,1.0,0.0037111239837166257,0.11732482194591176,-0.07016020055918784,-0.048075216102564766,-0.021962163189078742,0.0013572991623507348,0.10390565802252304,-0.007366109119378527,-0.019275480278918244,0.02132222557481166,0.00784010576373588,0.021647001658246,-0.005983977549967019,-0.018810405736158723,-0.007518549492687073,-0.014973242635746838,0.02808482035851396,-0.004209565999832101,0.025863299586289495,-0.09698585802154466,-0.030281409879920763,-0.02676927430036398,-0.01890083855557302,-0.02738217286105685,-0.018740475980652007,-0.012455196088300898,-0.022413138140259352,-0.007398888303716498,-0.015099043601777077,-0.014699283426669808,-0.018432974105837503,-0.01293640471633916,-6.400029204174903e-05,-0.011920411785671733,-0.013027889475114815,0.029959621909011573,-0.008568058664491984,-0.016096518307413165,-0.01446622483008055,-0.003783896162824608,-0.015703290950962127,-0.013896002858575108,-0.021354754058278476,-0.006199246132527219,-0.003937477635893789,-0.009027269536651365
Br,-0.031680721481446614,-0.0041254449752891244,0.04036272354512201,-0.002715834511746386,-0.009426987732027173,0.05032847531771976,0.06555701904816444,-0.03416541101142124,-0.006197978045630195,0.018259021837358964,-0.006674712854414902,-0.0060066131054330105,-0.007779387427949409,-0.004671215687009488,-0.0025246012937083745,0.052987324887958265,0.005394584822855159,0.026922980824962046,-0.0027068139150109396,0.009190264714596375,-0.007788753832725993,-0.0025746047628615308,-0.002141336839028725,-0.0076157717492986625,-0.00591698987413741,-0.008048048986290059,-0.028511747342756175,-0.001959694257786324,-0.0052110749007699,-0.005753684594774231,-0.012144198016134597,0.0037111239837166257,1.0,0.004915758114703902,-0.016530584377920026,0.09159088687028341,0.005244507671989881,-0.011212363601150334,0.0037376084604701394,-0.0020938990154669066,-0.006252629336254049,-0.006526120927996557,-0.006221988499859842,-0.0027143387813001398,-0.0022021535579333463,-0.005849061027362152,-0.007472917179462769,-0.004780345120738526,-0.00700505763689893,0.07558452530990176,-0.0018347031966362652,-0.027874814146879874,-0.008932753909762904,-0.007609466027982915,-0.006806076106592701,-0.007783689308145674,-0.005889844760680525,-0.004988996865754616,-0.006805721711664844,-0.002103216865732937,-0.004292072248712666,-0.004178435941740107,-0.005239779333544892,-0.0036773179245962943,-0.0036938265468658108,-0.004887538309737342,0.009865739159997708,-0.005171884623639455,-0.004016461874494248,-0.0045756156052147445,-0.00411218642547145,-0.006253216988379864,-0.005236072164990217,-0.003950094443747085,-0.006070328008114894,-0.006046112516565379,-0.006218005207469231,-0.013632461727013453
Rb,-0.03312525953881757,-0.0001972579684422605,-0.003474509869415279,-0.00403537867704457,-0.01528397925964877,0.08352644451166912,0.0006621879829446453,-0.023436448734514965,-0.008171447671095277,-0.004227407904940808,-0.009917759646835592,-0.008925049866652036,-0.011559163126995184,-0.006940822092692564,0.008134638559174647,0.004447299418777013,-0.008521305987304587,-0.019400478255634485,-0.0040219752374886335,-0.0017230931779360994,-0.010336508302852985,0.01316546498289335,-0.0031817494708196907,0.11473961208823645,-0.008791881341482226,-0.011958359440018008,-0.06001662034356312,-0.003544567283996795,-0.007742983030843962,-0.00854923082675457,0.02726003017221332,0.11732482194591176,0.004915758114703902,1.0,-0.027725269549041972,-0.023497055431327116,-0.010458969501457315,-0.012130351576439902,-0.009958572666739433,-0.003111263003085359,-0.009290598153107356,-0.009696971270794472,-0.00924506983490307,-0.0040331562151348565,-0.0032721152459103493,-0.008690947864624272,-0.011081821634866273,-0.0017032390403355557,-0.008444730033613887,-0.0030692216605073775,-0.0018295195142785017,-0.03683852691127898,-0.022423265194165206,-0.011306681913123387,-0.010112948442213448,-0.011565555164339856,-0.008751547215243132,-0.0010884019940045526,-0.010112421857207359,-0.0031251081229237755,-0.006377464001529415,-0.00620861515300491,-0.007785634103822383,-0.0054640186202232835,-0.005488548296828909,-0.007262249519636171,-0.005502659528294074,-0.005193144124093237,0.03085946761682986,-0.006798772741037759,0.012603839017666945,-0.009291471328128128,-0.007780125731032225,-0.005869329232565958,-0.0004943990202070977,-0.0006056752932183827,-0.009239151177816037,0.0076798676153551695
Sr,0.22183072325976647,-0.036194189485481996,-0.03161313649541211,-0.025351542275804443,-0.09373259757915535,-0.07218036189340231,-0.042568809642975505,0.15628699400341314,0.0054018082567065424,-0.03257978714912997,-0.05976613832653387,-0.04857121779101876,-0.04062098296431468,-0.02625451854360877,-0.06517191134321856,-0.023526184630374605,-0.046677745436987675,0.25256524079376635,-0.017698481361878522,-0.04662036044965652,-0.06567020560556378,-0.012056817848073246,-0.0073396653612620355,-0.0705254569570619,-0.023487910535939512,-0.06735655272661897,0.24614538792996918,-0.020008263921461274,-0.018929223137307733,-0.022698637821579767,-0.04751107920038474,-0.07016020055918784,-0.016530584377920026,-0.027725269549041972,1.0,-0.06168245425405663,-0.06569814129318774,-0.10115056029686277,-0.06635508416761791,-0.01954595141282199,-0.021778236428305224,-0.055773704004803554,-0.03270462053840061,-0.0226728393625866,-0.011452974926823246,-0.0523412380119907,-0.06384638591503383,-0.04014075470858765,-0.06534929430106813,0.009102949325394225,-0.00726744933319021,-0.2303381889848664,-0.08272760194699705,-0.018388989790177765,-0.028603749868585306,-0.03321762117423409,-0.03393671260846944,0.032941548663562116,0.07482903281837196,-0.00506378290211299,-0.012812047373299195,-0.015577288573452338,-0.017912186753049595,-0.013603033484889232,-0.011693148033434629,-0.04328419880573135,-0.03403381936562564,-0.0468639894496341,-0.03353935154388391,-0.04089862680208374,-0.03838609000669482,-0.05431892272173628,-0.023566867136182324,-0.03425702186696614,0.012970936842121063,0.00452753328358976,0.019129312479281086,0.3304131209554919
Y,0.12779074616830094,-0.026385608750253264,-0.02839875722809056,-0.020062161652502724,0.006111527640791519,0.09813405036669667,-0.035956931202252844,0.060403516478409115,-0.03719229359389396,-0.02532429083971492,-0.04920975721914894,-0.03391412988634509,-0.01627593853385091,-0.029692898328022153,-0.051706007004411365,-0.004161726594880226,-0.04486366676007227,-0.09634063669113553,-0.018426435615606775,-0.04386055686780382,-0.0569061978704263,-0.017749247330919274,-0.0022264850296073416,-0.0836498241272922,0.017446997673585322,0.030701455704210838,0.2049752166007287,-0.010652910945302524,-0.029175671777634818,0.039504923743001484,-0.08326152214739772,-0.048075216102564766,0.09159088687028341,-0.023497055431327116,-0.06168245425405663,1.0,-0.05182645863170067,-0.08234711527808512,-0.05498913719811589,-0.009679454260431373,-0.01895544923990595,-0.010221456986856675,0.02799087492823989,-0.019475428256138107,-0.012916727287711824,-0.027171669091891046,-0.031743727680690434,-0.032551095347770904,-0.04598708976476895,0.08038101490407956,-0.01294483770682154,0.22575089988252398,-0.09009216767235716,-0.04652459679777655,-0.03476626238214496,-0.05272549032291412,-0.04248236784987221,-0.03613830786822474,-0.044429639418090125,-0.008423180835385059,-0.021286622747429432,-0.02820633973649753,-0.030404695541685223,-0.021903648644291254,-0.025884154452859277,-0.032482379156355774,-0.026338164895427698,-0.03808142268122348,-0.027241578544816028,-0.023789109579062717,0.0001317776367352519,-0.005971513224618338,0.010260946322348275,-0.016608466266515864,-0.034194748787958626,-0.03726360977096668,-0.02972832142524147,-0.0817252570274774
Zr,-0.12789797865016872,-0.010376457835694805,0.004771705386703536,0.0032611714370593035,-0.021820212459981066,-0.02436742677020901,0.04198300523242772,-0.14733587845344365,-0.01990481480085471,-0.004708974258960898,-0.02090485525244069,-0.012107049378260619,-0.017958649436223766,0.04186868868470536,-0.02155706358709228,0.06559513099981203,-0.013735622580844608,-0.053256013136897686,-0.00467300011236885,0.00652322553513471,0.008854042862696757,-0.008268346646735156,0.0027501068610274386,-0.036425861200502556,0.11116308598175008,0.05359246068388531,-0.12124021663167224,-0.0005429358087083728,-0.006781039550335794,-0.014026693651188657,-0.035923446591109534,-0.021962163189078742,0.005244507671989881,-0.010458969501457315,-0.06569814129318774,-0.05182645863170067,1.0,0.0005150440475250272,-0.009666917671161252,-0.0019456088525990319,0.02067332569071449,0.04782566771367228,0.00976167724265112,-0.008717102634244318,-0.00707221910290115,-0.017937978370910802,-0.020613254026864536,-0.009306044879617732,-0.014504773769705645,-0.0045609644937169985,-0.0058921517750996485,-0.09089474131889333,-0.048664410747637554,-0.024437810348028433,-0.02185772253868261,-0.024997328645793005,-0.018915244343230463,-0.01602217012124484,-0.021856584398914674,-0.006754483783298491,-0.013783995779516342,-0.01341905262736305,-0.016827558352690432,-0.011809711443647928,-0.011860660664218863,-0.015679054319174192,-0.0013095279865006151,-0.002152505493890538,-0.007621023477592774,-0.001146136650467317,0.0035295737301332623,-0.007276496861042023,-0.014118651703998652,-0.007925968921518485,-0.016945257797609296,-0.019417098450693726,-0.01685163715668225,-0.04126824290995579
Nb,-0.16356611868214596,0.013968773612906367,-0.01669584581606335,-0.007484516589472402,-0.029148234011660733,-0.006548641729646347,0.10264757910148374,-0.22650791532284606,-0.0317064346902998,-0.01823962941827011,-0.03181144630807089,0.1432812433571817,-0.01696646767814538,-0.01993027915341339,-0.01083305181206244,-0.018834400481009112,-0.03060541333528809,-0.08208016387706268,-0.013795339561319309,0.013592502701713135,-0.02126413516676445,-0.007277329638560237,0.01780406511734736,-0.06941312301282557,-0.026261776446070046,-0.03503475725678365,-0.2060752321286532,-0.007856796815172267,0.05319603042487966,0.024140730527906388,-0.0585935438349177,0.0013572991623507348,-0.011212363601150334,-0.012130351576439902,-0.10115056029686277,-0.08234711527808512,0.0005150440475250272,1.0,-0.020597253258415847,-0.0036020282498112747,-0.02561793480563588,0.013951327328271281,-0.009672080250117567,-0.012047207122617212,-0.011265357419557897,-0.025499557525437075,0.05512144349935888,-0.013583781030144224,-0.028655869737427418,-0.010566828001758944,-0.006413650726722285,-0.1437706420677105,-0.07734949543186743,-0.03772789573892558,-0.03464790117949661,-0.03931134240031227,-0.029140251028246335,-0.022472146381650293,-0.03381381576925343,-0.010759235947910352,-0.021956565098804642,-0.020240539438718962,-0.026804664361108857,-0.018811722105710145,-0.01889617376880055,-0.02500273687210329,0.0031206520017051714,0.01770574829165798,-0.013487155365669442,-0.00288778046413579,-0.003839529154963689,-0.006227934215403672,-0.0005732211169871509,0.018226387955102206,-0.031053426959702913,-0.02984740416909876,-0.029807605431896457,-0.06681863917389687
Mo,-0.133593958601885,-0.013420629509729935,-0.011634369136148579,-0.008139478325098792,0.002680069577355743,0.07313282797250949,0.008781227352452134,-0.15699973577431203,-0.022323459897063802,-0.012450769707147907,-0.023236384970879355,-0.0056356685708143775,-0.015420514939097763,0.014132661263396495,0.20486443101351218,-0.006737795251869253,-0.015726693460599035,-0.05858357719438235,-0.008818637092053383,-0.011264363042982194,-0.022706357943206787,0.012697541816884013,-0.007489761211462655,-0.049531905655805696,-0.016194912049209066,-0.027947060947107433,-0.13835725760562115,-0.006144369210851298,0.012215915559229166,-0.003502663303318667,-0.04218943567057665,0.10390565802252304,0.0037376084604701394,-0.009958572666739433,-0.06635508416761791,-0.05498913719811589,-0.009666917671161252,-0.020597253258415847,1.0,0.015878660973667053,3.093252230642116e-05,-0.009367642914816931,-0.017503221340222353,-0.005233138142263573,-0.004332074240204499,-0.019894396436472884,-0.021665364550558102,0.00019569095732585102,-0.01853356166720339,0.0070508070475986005,-0.0034819947194719364,-0.10125454695267595,-0.0530376152050078,-0.026384814734292526,-0.023607963866999912,-0.027193436690432563,-0.02026506517882826,-0.01012367473913777,-0.018800496939736545,0.0006021186731489129,-0.008748956729021328,-0.01117472337185913,-0.01583726572881638,-0.011143561446896905,-0.003610176778707551,-0.01639897663112834,0.025679105742679956,-0.012139635160915752,-0.010609245125816678,0.08450032571047746,0.0030032911813052013,0.005482424198087556,0.0033228596840029576,-0.014105218106093713,-0.020779649584329762,-0.017355910573445942,-0.007996699221115467,-0.04738248816886731
Tc,-0.03249722191296166,-0.004020180737405014,-0.003774281210652434,-0.001430048400290943,-0.009826783397032416,-0.005258734662691543,-0.004651346574424144,-0.04398441127096855,-0.005921148719720442,-0.0035420621620503756,-0.0063765904269795035,-0.005738330990727399,-0.0074319253101730424,-0.004462578373310288,-0.007436607287092554,-0.0035173076816787463,-0.005967106673854029,-0.015842236019668676,0.010161998234779585,0.002323376979067432,0.009954297204899203,-0.0024596114383061505,-0.0020456951911684276,-0.013166557568241491,-0.005652710732422076,-0.007688587245808888,-0.03909148062169161,-0.0022789676918748346,-0.004978325068256716,-0.005496699394739697,-0.011601784002116599,-0.007366109119378527,-0.0020938990154669066,-0.003111263003085359,-0.01954595141282199,-0.009679454260431373,-0.0019456088525990319,-0.0036020282498112747,0.015878660973667053,1.0,-0.0059733590401060185,-0.006234635278319466,-0.005944086760041621,-0.0025931043126425912,-0.002103795564325955,-0.005587815890726106,-0.007139143389017586,-0.00456683360010185,-0.00669218053903257,-0.0019733458115139546,-0.001752757174009913,-0.027050242963751754,-0.014484841801406016,-0.007269593357320696,-0.0065020864107908855,-0.007436035049229048,-0.005626778040727189,-0.004766166028158527,-0.006501747844722592,-0.0020092778257927886,-0.004100369170931766,-0.003991808367941338,-0.005005747433118885,-0.003513072515089219,-0.0035288437887008774,0.006162557327236223,0.004330984937979536,-0.004940885203586657,0.04616983679299387,-0.004371248217289137,-0.003928517850366634,-0.005973920445068947,-0.0050022058432357954,-0.0037736656190420497,-0.0057992001018549654,-0.005776066182093293,-0.005940281379245729,-0.013023575221997109
Ru,-0.11075404229433942,-0.012004733671524053,-0.011258731060705657,-0.002834451272906355,0.010806458168481251,-0.02081380995318002,-0.013889469276931573,-0.10723649749119889,-0.015757516307869385,-0.010577015234103414,-0.018181302047436825,-0.01671294402046294,0.014077986339556316,0.09300809928777422,-0.02220658615435448,-0.010503095437099551,-0.017576529966203226,-0.047300190379824344,0.026301845460158704,-0.01178332835292693,-0.001699941192130304,0.03921154101881781,-0.0061086870335406405,-0.029288554875134643,-0.007149610998100572,-0.019868413786960092,-0.10465719554924366,-0.00504643630717468,-0.014780574745490153,-0.007217255390595793,-0.004529850392012243,-0.019275480278918244,-0.006252629336254049,-0.009290598153107356,-0.021778236428305224,-0.01895544923990595,0.02067332569071449,-0.02561793480563588,3.093252230642116e-05,-0.0059733590401060185,1.0,-0.0003198659495415477,-0.01744485473166174,-0.00774331521120154,-0.006282181597970884,-0.013711039410107326,-0.014646721192880297,0.0270114673723147,-0.019983640114810786,-0.005892643255714837,-0.005233939576163602,-0.07595877909047412,0.005521129586141518,0.22766929247340256,-0.006564956569929827,-0.019414975600117984,-0.01205045232639648,-0.003031830455386275,0.02499676489893453,0.005803631283347258,-0.010771747788716132,-0.006000518873331082,-0.009108459811572905,-0.003312910184012711,-0.010537543612808337,0.031591541358963665,0.0012018406895262011,-0.013498850074044843,0.015325675712792676,-0.011395052795637767,0.002545968630398804,0.003529516755615341,-0.011311487542520541,-0.01126861046332512,-0.017317095244727226,-0.01724801463275968,-0.017719114771376783,-0.03436360012455851
Rh,-0.12430044367115102,-0.009806646945917008,-0.007114346362414399,-0.0042062898674522144,0.09627951024791802,-0.022115723400525825,-0.014496998183043926,-0.13642783706735856,-0.017575984907993735,-0.011039656560927601,-0.019874119968235758,-0.014765880967262321,0.026109835105404867,0.02933182892321536,0.006762002394356567,-0.010962503493266367,-0.018597869073991177,-0.03948485655826678,0.016798027149812607,0.006420574298852622,-0.01993068127564307,0.014007352532127806,-0.005745059922499907,-0.039478799326424716,-0.010694345458467156,-0.02393594946993771,-0.11605659334408219,-0.007102930293348676,-0.010774944406012902,0.00737044341330192,-0.02785231332372393,0.02132222557481166,-0.006526120927996557,-0.009696971270794472,-0.055773704004803554,-0.010221456986856675,0.04782566771367228,0.013951327328271281,-0.009367642914816931,-0.006234635278319466,-0.0003198659495415477,1.0,-0.017431106592567504,-0.008029363455725979,-0.006556965813131608,0.008930778909625865,0.03600975330232025,-0.010943395448078713,-0.010121893173744716,-0.0061503889650641776,-0.005462873419635055,-0.0808441242438005,-0.0224962791795779,0.0062782613905269955,-0.020265257248628127,-0.01724293761897833,-0.010850609047876722,-0.014854859586299396,-0.016350656245255422,-0.00626237940425766,0.002986199013094362,0.04675579483825161,0.07085218765485614,0.037819849723947446,-0.0037325556089464877,0.027405821690262965,0.01829886785639384,0.011750679243443802,-0.0020172779087712736,-0.010926823547656351,0.031121165342205492,0.05301642614511786,-0.01393790847007207,-0.009698528562006682,-0.018074549379312806,-0.01800244716388153,-0.007935584248095848,-0.016654428726778702
Pd,-0.1196856515688874,0.16034923544566307,0.11258984298742104,-0.0077096153369794335,-0.0007850445018745797,-0.020282644532657313,-0.013821404318524688,-0.1306079728041467,-0.017594601730034323,-0.010525182864724786,-0.01894793971051513,0.006478759892056315,0.0041427948544030474,0.006696582357442365,-0.011624254975995384,-0.010451625309631955,-0.017731165079071083,-0.042605785585480074,0.013194912970414299,-0.0023450860791196836,-0.019102415287784457,-0.007308345986366648,-0.006040543805868675,-0.038427963359808796,-0.016635753475982413,-0.011006472650351973,-0.11560684047060493,-0.0067719172059682075,-0.012502047610264294,0.06407281392383846,-0.011158363653996662,0.00784010576373588,-0.006221988499859842,-0.00924506983490307,-0.03270462053840061,0.02799087492823989,0.00976167724265112,-0.009672080250117567,-0.017503221340222353,-0.005944086760041621,-0.01744485473166174,-0.017431106592567504,1.0,-0.0014482981252876535,-0.003232555344302189,-0.004022039447165302,0.035874387389166915,0.08153843115029828,0.04897782408304652,-0.0058637665211101545,-0.005208290800642184,-0.07795209171181565,-0.027195807032568742,-0.002996356439580266,-0.01932084908306741,-0.022096062999717045,-0.016719883815809078,-0.014162588547278648,-0.018887556772471545,-0.0059705379451209925,-0.008141696231988295,-0.008703097180720733,0.03591595350222334,0.034102793505003746,0.03976843217947672,0.005502327207633858,0.008136018197435221,-0.014115563750987523,0.0022554629774936435,-0.012989096387692682,-0.011673529958179428,-0.013029398483282521,-0.0016838587888169587,-0.004806641181296935,-0.017232233300446903,-0.011500433119030486,0.002103428068153884,-0.00010586103827349815
Ag,-0.04992860270296128,0.0006245652325915763,-0.004892632254911478,-0.0033633151039321415,-0.008949418131202333,-0.010926239343577233,-0.0035939484038963877,-0.041991052460303095,0.033667011843338354,-0.004591604762792514,-0.008266027425659371,0.02834742705290975,-0.005043690553564261,-0.005784877615294105,-0.002841662734215954,-0.004559515323146047,-0.007735210216610585,-0.015245813413718846,-0.003352143911758719,-0.006967318165387481,-0.009645666292669039,-0.0031884148493336495,-0.0026518517612780564,-0.017067918538426347,-0.0073276561320029425,-0.009966779859265211,-0.046039938034902764,0.007339673590289914,0.007572986455099045,0.0034016288565874263,-0.015039489496188696,0.021647001658246,-0.0027143387813001398,-0.0040331562151348565,-0.0226728393625866,-0.019475428256138107,-0.008717102634244318,-0.012047207122617212,-0.005233138142263573,-0.0025931043126425912,-0.00774331521120154,-0.008029363455725979,-0.0014482981252876535,1.0,-0.0027104694649038993,0.010870691094823555,0.03116815050551059,0.003157550993010547,0.0058392877839230275,0.01987887313210218,-0.0022721137631141228,-0.030279630452273464,-0.006392890880482023,-0.009033346049210899,-0.008428708917571703,-0.009639394337604962,-0.007294039367175141,-0.006178420827736853,-0.008428270031557055,-0.0026046436263959666,-0.005315342801200161,-0.00517461452562077,-0.006488992203890694,-0.004554025241327685,-0.004574469675026551,-0.006052773593931165,-0.004586230781413077,-0.006404910754038692,-0.0049740243112845655,-0.0056664855712857285,-0.00509257049910353,-0.007744042965146352,-0.006484401211350007,-0.004891834258366922,0.0028095848406041214,0.006864563285812459,0.00218419484577285,-0.004769861774403444
