,property_a,property_b
sample_1579,0.5816923756601833,0.8388029515556754
sample_1580,0.17613452591436132,0.5383150084103919
sample_1581,0.15685926680928078,0.6750467746790297
sample_1582,0.16642367436306896,0.7795455792534618
sample_1583,0.20482774857572594,0.8518114221336883
sample_1584,0.27207148944725157,0.8918443033197093
sample_1585,0.36815489697764586,0.8996442228115247
sample_1586,0.493077971166909,0.8752111806091345
sample_1587,0.253462003983531,0.5844713841415297
sample_1588,0.23558858111980582,0.7075763574135784
sample_1589,0.24655482491494934,0.7984483689914215
sample_1590,0.28636073536896156,0.857087418875059
sample_1591,0.3550063124818425,0.8834935070644909
sample_1592,0.4524915562535921,0.8776666335597174
sample_1593,0.3527814774565001,0.6016543594708187
sample_1594,0.33630989083413027,0.7111325397462784
sample_1595,0.3486779708706291,0.7883777583275325
sample_1596,0.38988571756599666,0.833390015214581
sample_1597,0.4599331309202328,0.846169310407424
sample_1598,0.4740929463332686,0.5898639343982592
sample_1599,0.45902319595225394,0.6857153216771299
sample_1600,0.47279311223010817,0.749333747261795
sample_1601,0.515402695166831,0.7807192111522545
sample_1602,0.6173964106138365,0.5491001089238511
sample_1603,0.6037284964741774,0.6313247032061328
sample_1604,0.6189002489933868,0.6813163357942089
sample_1605,0.782691870298204,0.47936288304759433
sample_1606,0.7704257923999001,0.547960684333287
sample_1607,0.9699793253863704,0.3806522567694889
sample_1608,0.08579715503623656,0.06162465397568834
sample_1609,0.06140847022685256,0.2541077392942963
sample_1610,0.06585945207633725,0.4143578629186987
sample_1611,0.09915010058469073,0.5423750248488955
sample_1612,0.16128041575191301,0.6381592250848868
sample_1613,0.2522503975780038,0.7017104636266724
sample_1614,0.37206004606296345,0.7330287404742525
sample_1615,0.5207093612067917,0.7321140556276269
sample_1616,0.6981983430094887,0.6989664090867959
sample_1617,0.9045269914710545,0.6335858008517592
sample_1618,1.1396953065914888,0.535972230922517
sample_1619,0.07489681369750723,0.22400521760483855
sample_1620,0.05190996512947846,0.4028615099268575
sample_1621,0.15598741937860486,0.746032616727681
sample_1622,0.24835923744605098,0.7959570622728777
sample_1623,0.698512691601602,0.7523326287432341
sample_1624,0.9062431763045229,0.6733252275116084
sample_1625,0.08598846776257726,0.35741238083214005
sample_1626,0.06440345543590392,0.5226418801575701
sample_1627,0.07165810976809933,0.6556384177887944
sample_1628,0.10775243075916335,0.7564019937258133
sample_1629,0.17268641840909607,0.8249326079686266
sample_1630,0.26646007271789757,0.8612302605172342
sample_1631,0.38907339368556776,0.8652949513716361
sample_1632,0.5405263813121066,0.8371266805318327
sample_1633,0.7208190355975144,0.7767254479978236
sample_1634,0.11907211723144676,0.461846143657593
sample_1635,0.0988889411461287,0.613448849986434
sample_1636,0.10754543171967934,0.7328185946210695
sample_1637,0.1450415889520987,0.8199553775614992
sample_1638,0.21137741284338682,0.8748591988077234
sample_1639,0.3065529033935435,0.8975300583597421
sample_1640,0.4305680606025689,0.8879679562175551
sample_1641,0.5834228844704632,0.8461728923811627
sample_1642,0.17414776210411564,0.5373065060811973
sample_1643,0.15536642226015285,0.6752824194134494
sample_1644,0.16542474907505875,0.7810253710514958
sample_1645,0.20432274254883348,0.8545353609953366
sample_1646,0.27206040268147674,0.8958123892449719
sample_1647,0.36863772947298884,0.9048564558004015
sample_1648,0.4940547229233696,0.8816675606616255
sample_1649,0.2512154023805838,0.5837934681029531
sample_1650,0.23383589877797634,0.7081425884386161
sample_1651,0.24529606183423763,0.8002587470800735
sample_1652,0.2855958915493676,0.8601419440273252
sample_1653,0.35473538792336623,0.8877921792803715
sample_1654,0.45271455095623364,0.883209452839212
sample_1655,0.3502750380608514,0.6013070297228601
sample_1656,0.3342973706995993,0.7120293570619342
sample_1657,0.3471593699972158,0.7905187227068025
sample_1658,0.3888610359537011,0.8367751266574652
sample_1659,0.45940236856905503,0.8507985689139226
sample_1660,0.47132666914491844,0.5898471909409186
sample_1661,0.4567508380250215,0.6869427252834036
sample_1662,0.4710146735639934,0.7518052979316829
sample_1663,0.5141181757618339,0.7844349088857567
sample_1664,0.6143702956327849,0.5494139517571285
sample_1665,0.6011963007542434,0.6328826931030245
sample_1666,0.6168619725345705,0.6841184727547149
sample_1667,0.7794059175244508,0.4800073121714898
sample_1668,0.7676337588872644,0.5498492605207967
sample_1669,0.9664335348199158,0.3816272721840024
sample_1670,0.08494972971915596,0.05934383865685766
sample_1671,0.06105496417088968,0.2530710710390799
sample_1672,0.06599986528149221,0.4145653417270966
sample_1673,0.0997844330509633,0.5438266507209076
sample_1674,0.16240866747930335,0.6408549980205132
sample_1675,0.25387256856651186,0.7056503836259131
sample_1676,0.37417613631258917,0.7382128075371075
sample_1677,0.5233193707175351,0.7385422697540962
sample_1678,0.7013022717813501,0.7066387702768795
sample_1679,0.9081248395040333,0.642502309105457
sample_1680,1.1437870738855853,0.546132886239829
sample_1681,0.07378955058772518,0.2220549885766258
sample_1682,0.051296621280814164,0.40215542796225906
sample_1683,0.1568558333132937,0.7490589759539255
sample_1684,0.24972157064185752,0.8002275685627364
sample_1685,0.7013567825807616,0.7603355762239357
sample_1686,0.9095811865448002,0.6825723220559242
sample_1687,0.08462136686009364,0.3557927380945453
sample_1688,0.06353027379453813,0.5222663844835896
sample_1689,0.07127884738785126,0.6565070691784284
sample_1690,0.107867087640033,0.7585147921790614
sample_1691,0.17329499455108344,0.8282895534854889
sample_1692,0.2675625681210026,0.8658313530977109
sample_1693,0.39066980834979054,0.8711401910157271
sample_1694,0.542616715237447,0.844216067239538
sample_1695,0.7234032887839725,0.7850589817691431
sample_1696,0.11744517853626171,0.4605570872106164
sample_1697,0.0977559217120614,0.6134039406030716
sample_1698,0.10690633154672971,0.7340178323013213
sample_1699,0.14489640804026677,0.8223987623053652
sample_1700,0.21172615119267266,0.8785467306152039
sample_1701,0.30739556100394705,0.9024617372308368
sample_1702,0.43190463747409036,0.8941437821522641
sample_1703,0.5852533806031022,0.853592865379486
sample_1704,0.17226098561622907,0.5363480359248387
sample_1705,0.153973565033384,0.675568096320705
sample_1706,0.16452581110940762,0.7825551950223657
sample_1707,0.20391772384430007,0.8573093320298207
sample_1708,0.2721493032380611,0.8998305073430704
sample_1709,0.3692205492906909,0.9101187209621142
sample_1710,0.4951314620021895,0.8881739728869524
sample_1711,0.24906878809999575,0.5831655842372124
sample_1712,0.23218320375850598,0.7087588516364897
sample_1713,0.24413728607588497,0.8021191573415614
sample_1714,0.28493103505213263,0.8632465013524274
sample_1715,0.35456445068724907,0.892140883669088
sample_1716,0.45303753298123417,0.8888023042915429
sample_1717,0.3478685859875619,0.6010097321477376
sample_1718,0.33238483788742745,0.7129762065504258
sample_1719,0.34574075644616165,0.7927097192589084
sample_1720,0.38793634166376467,0.8402102702731855
sample_1721,0.45897159354023637,0.8554778595932571
sample_1722,0.46866037927892734,0.5898804796564141
sample_1723,0.4545784674201482,0.6882201610625133
sample_1724,0.46933622222023774,0.754326880774407
sample_1725,0.512933643679196,0.788200638792095
sample_1726,0.6114441679740923,0.5497778267632419
sample_1727,0.5987640923566684,0.6344907151727522
sample_1728,0.6149236833981133,0.6869706418880569
sample_1729,0.7762199520730566,0.48070177346822124
sample_1730,0.764941712696988,0.5517878688811425
sample_1731,0.96298773157582,0.38265231977135183
sample_1732,0.08420229172443452,0.05711305551086299
sample_1733,0.06080144543728594,0.25208443495669947
sample_1734,0.06624026580900613,0.4148228527083304
sample_1735,0.10051875283959505,0.5453283087657558
sample_1736,0.16363690652905277,0.6436008031289756
sample_1737,0.25559472687737905,0.7096403357979899
sample_1738,0.3763922138845741,0.7434469067727985
sample_1739,0.5260293675506378,0.7450205160534015
sample_1740,0.7045061878755703,0.714361163639799
sample_1741,0.9118226748593716,0.6514688495319909
sample_1742,1.1479788285020414,0.5563435737299772
sample_1743,0.0727822748003022,0.2201547917212492
sample_1744,0.05078326475450887,0.4014993781704967
sample_1745,0.15782423457034161,0.7521353673530058
sample_1746,0.2511838911600232,0.8045481070254311
sample_1747,0.7043008608822805,0.7683885558774731
sample_1748,0.9130191841074369,0.6918694487730761
sample_1749,0.08335425327996915,0.3542231275297867
sample_1750,0.06275707947553139,0.5219409209824453
sample_1751,0.07099957232996221,0.6574257527408983
sample_1752,0.10808173184326161,0.7606776228051456
sample_1753,0.17400355801542985,0.8316965311751874
sample_1754,0.2687650508464668,0.8704824778510236
sample_1755,0.3923662103363724,0.8770354628326542
sample_1756,0.5448070364851467,0.8513554861200793
sample_1757,0.72608752929279,0.7934425477132987
sample_1758,0.11591822716343567,0.4593180629364758
sample_1759,0.09672288960035308,0.6134090633925453
sample_1760,0.10636721869613916,0.7352671021544093
sample_1761,0.14485121445079394,0.8248921792220676
sample_1762,0.21217487686431757,0.8822842945955205
sample_1763,0.3083382059367097,0.9074434482747676
sample_1764,0.4333412016679707,0.9003696402598091
sample_1765,0.5871838640581004,0.8610628705506453
sample_1766,0.17047419645070158,0.5354395979413161
sample_1767,0.15268069512897423,0.6759038054007966
sample_1768,0.16372686046611556,0.7841350511660716
sample_1769,0.20361269246212577,0.860133335237141
sample_1770,0.2723381911170045,0.9038986576140048
sample_1771,0.369903356430752,0.915431018296663
sample_1772,0.4963081884033683,0.8947304172851156
sample_1773,0.24702216114176676,0.5825877325443078
sample_1774,0.2306304960613947,0.7094251470071994
sample_1775,0.24307849763989145,0.8040295997758854
sample_1776,0.2843661658772568,0.8664010908503657
sample_1777,0.35449350077349095,0.8965396202306406
sample_1778,0.4534605023285938,0.8944451879167097
sample_1779,0.3455621212366313,0.600762466745451
sample_1780,0.33057229239761465,0.7139730882117535
sample_1781,0.3444221302174666,0.7949507479838505
sample_1782,0.38711163469618737,0.8436954460617418
sample_1783,0.45864080583377675,0.8602071824454276
sample_1784,0.4660940767352953,0.5899638005447455
sample_1785,0.4525060841376338,0.689547629014459
sample_1786,0.46775775819884124,0.7568984957899669
sample_1787,0.5118490989189172,0.7920164008712693
sample_1788,0.6086180276377587,0.5501917339421915
sample_1789,0.5964318712814527,0.636148769415316
sample_1790,0.6130853815840152,0.6898728431942349
sample_1791,0.7731339739440215,0.48144626693778875
sample_1792,0.7623496538290708,0.5537765094143242
sample_1793,0.9596419156540836,0.38372739953153734
sample_1794,0.08355484105207209,0.05493230453770426
sample_1795,0.06064791402604125,0.2511478310471551
sample_1796,0.06658065365887925,0.4151303958624003
sample_1797,0.10135305995058583,0.54687999898344
sample_1798,0.16496513290116133,0.6463966404102741
sample_1799,0.2574168725106053,0.7136803201429026
sample_1800,0.3787082787789181,0.7487310381813255
sample_1801,0.5288393517060994,0.7515487945255428
sample_1802,0.7078100912921499,0.7221335891755545
sample_1803,0.9156204975370685,0.6604854221313607
sample_1804,1.1522705704408558,0.5666042933929614
sample_1805,0.07187498633523831,0.2183046270387085
sample_1806,0.05036989555056273,0.4008933605515703
sample_1807,0.15889262314974864,0.7552617909249223
sample_1808,0.25274619900054796,0.8089186776609618
sample_1809,0.7073449265061584,0.7764915677038466
sample_1810,0.9165571689924326,0.7012166076630639
sample_1811,0.08218712702220377,0.35270354913786406
sample_1812,0.062083872478883695,0.521665489654137
sample_1813,0.07082028459443226,0.6583944684762042
sample_1814,0.10839636336884947,0.7628904856040658
sample_1815,0.17481210880213538,0.8351535410377218
sample_1816,0.27006752089429004,0.8751836347771723
sample_1817,0.3941625996453134,0.8829807668224172
sample_1818,0.5470973450552055,0.8585449371734566
sample_1819,0.7288717571239665,0.8018761458302903
sample_1820,0.11449126311296878,0.4581290708351712
sample_1821,0.09578984481100394,0.613464218354855
sample_1822,0.10592809316790777,0.7365664041803331
sample_1823,0.1449060081836803,0.8274356283116058
sample_1824,0.21272358985832157,0.8860718907486729
sample_1825,0.30938083819183143,0.9124751914915343
sample_1826,0.4348777531842102,0.9066455305401903
sample_1827,0.5892143348354575,0.8685829078946405
sample_1828,0.16878739460753317,0.5345811921306295
sample_1829,0.15148781254692356,0.6762895466537243
sample_1830,0.16302789714518262,0.7857649394826136
sample_1831,0.20340764840231051,0.8630073706172972
sample_1832,0.272627066318307,0.9080168400577753
sample_1833,0.37068615089317225,0.9207933478040478
sample_1834,0.4975849021269063,0.9013368938561146
sample_1835,0.24507552150589684,0.5820599130242393
sample_1836,0.2291777756866425,0.710141474550745
sample_1837,0.24211969652625698,0.8059900743830453
sample_1838,0.2839012840247401,0.8696057125211399
sample_1839,0.35452253818209195,0.900988388965029
sample_1840,0.4539834589983125,0.9001381037147125
sample_1841,0.34335564380805994,0.6005652335160004
sample_1842,0.32885973423016096,0.7150200020459172
sample_1843,0.34320349131113065,0.7972418088816284
sample_1844,0.3863869150509691,0.847230654023134
sample_1845,0.45841000544967625,0.8649865374704342
sample_1846,0.46362776151402235,0.590097153605913
sample_1847,0.4505336881774787,0.6909251291392408
sample_1848,0.4662792814998037,0.7595201429783629
sample_1849,0.5108645414809975,0.7958821951232796
sample_1850,0.6058918746237844,0.5506556732939769
sample_1851,0.594199637528596,0.6378568558307157
sample_1852,0.6113470670922763,0.6928250766732489
sample_1853,0.7701479831373457,0.4822407925801922
sample_1854,0.7598575822835125,0.555815182120342
sample_1855,0.9563960870547061,0.38485251146455884
sample_1856,0.08300737770206881,0.052801585737381584
sample_1857,0.06059436993715572,0.25026125931044674
sample_1858,0.06702102883111141,0.41548797118930625
sample_1859,0.10228735438393574,0.5484817213739602
sample_1860,0.16639334659562893,0.6492425098644086
sample_1861,0.25933900546619065,0.7177703366606514
sample_1862,0.38112433099562115,0.7540652017626884
sample_1863,0.5317493231839202,0.7581271051705201
sample_1864,0.7112139820310884,0.7299560468841461
sample_1865,0.9195183075371249,0.6695520269035665
sample_1866,1.15666229970203,0.5769150452287815
sample_1867,0.07106768519253348,0.21650449452900394
sample_1868,0.05005651366897565,0.40033737510547995
sample_1869,0.16006099905151477,0.7584382466696749
sample_1870,0.25440849416343175,0.8133392804693287
sample_1871,0.7104889794523956,0.7846446117030563
sample_1872,0.9201951411997873,0.7106137987258878
sample_1873,0.08111998808679752,0.3512340029187775
sample_1874,0.06151065280459511,0.5214400904986646
sample_1875,0.07074098418126135,0.6594132163843461
sample_1876,0.10881098221679633,0.765153380575822
sample_1877,0.17572064691119996,0.8386605830730923
sample_1878,0.2714699782644724,0.8799348238761572
sample_1879,0.39605897627661346,0.8889761029850163
sample_1880,0.5494876409476233,0.8657844203996701
sample_1881,0.731755972277502,0.810359776120118
sample_1882,0.11316428638486095,0.45699011090670255
sample_1883,0.0949567873440138,0.6135694054900006
sample_1884,0.10558895496203538,0.7379157383790932
sample_1885,0.14506078923892565,0.83002910957398
sample_1886,0.21337229017468468,0.8899095190746614
sample_1887,0.3105234577693123,0.9175569668811372
sample_1888,0.4365142920228087,0.9129714529934073
sample_1889,0.5913447929351738,0.876152977411472
sample_1890,0.16720058008672384,0.5337728184927789
sample_1891,0.15039491728723198,0.676725320079488
sample_1892,0.16242892114660878,0.7874448599719917
sample_1893,0.2033025916648544,0.8659314381702895
sample_1894,0.2730159288419686,0.9121850546743819
sample_1895,0.3715689326779516,0.9262057094842686
sample_1896,0.4989616031728033,0.9079934025999498
sample_1897,0.243228869192386,0.5815821256770067
sample_1898,0.2278250426342494,0.7109078342671268
sample_1899,0.2412608827349816,0.8080005811630413
sample_1900,0.28353638949458243,0.8728603663647503
sample_1901,0.35465156291305205,0.9054871898722536
sample_1902,0.45460640299039035,0.9058810516855513
sample_1903,0.3412491537018476,0.6004180324593859
sample_1904,0.3272471633850663,0.7161169480529169
sample_1905,0.34208483972715376,0.7995829019522425
sample_1906,0.38576218272810997,0.8508158941573624
sample_1907,0.4582791923879348,0.8698159246682767
sample_1908,0.4612614336151085,0.5902805388399165
sample_1909,0.44866127953968254,0.6923526614368585
sample_1910,0.4649007921231254,0.762191822339595
sample_1911,0.5099799713654368,0.799798021548126
sample_1912,0.6032657089321689,0.5511696448185984
sample_1913,0.5920673910980983,0.6396149744189514
sample_1914,0.6097087399228964,0.695827342325099
sample_1915,0.7672619796530288,0.4830853503954317
sample_1916,0.7574654980603135,0.5579038869991958
sample_1917,0.9532502457776877,0.3860276555704164
sample_1918,0.08255990167442467,0.05072089910989508
sample_1919,0.06064081317062925,0.24942471974657437
sample_1920,0.06756139132570269,0.41589557868904814
sample_1921,0.10332163613964476,0.5501334759373164
sample_1922,0.16792154761245565,0.6521384114913791
sample_1923,0.2613611257441351,0.7219103853512361
sample_1924,0.3836403705346833,0.7594493975168874
sample_1925,0.5347592819841002,0.7647554479883334
sample_1926,0.714717860092386,0.7378285367655737
sample_1927,0.9235161048595404,0.6786686638486085
sample_1928,1.1611540162855631,0.5872758292374376
sample_1929,0.07036037137218781,0.21475439419213527
sample_1930,0.04984311910974773,0.39983142183222564
sample_1931,0.16132936227563996,0.7616647345872634
sample_1932,0.2561707766486747,0.8178099154505314
sample_1933,0.7137330197209916,0.792847687875102
sample_1934,0.9239331007295013,0.7200610219615478
sample_1935,0.0801528364737503,0.34981448887252686
sample_1936,0.061037420452665636,0.5212647235160283
sample_1937,0.07076167109044962,0.6604819964653241
sample_1938,0.10932558838710235,0.7674663077204144
sample_1939,0.17672917234262364,0.8422176572812989
sample_1940,0.2729724229570138,0.8847360451479779
sample_1941,0.3980553402302726,0.8950214713204513
sample_1942,0.5519779241624001,0.8730739357987193
sample_1943,0.7347401747533965,0.8188934385827815
sample_1944,0.11193729697911231,0.45590118315107
sample_1945,0.09422371719938283,0.6137246247979823
sample_1946,0.10534980407852215,0.7393151047506892
sample_1947,0.14531555761653012,0.8326726230091903
sample_1948,0.21412097781340686,0.8937971795734859
sample_1949,0.3117660646691522,0.922688774443576
sample_1950,0.4382508181837664,0.9193474076194603
sample_1951,0.5935752383572492,0.8837730791011393
sample_1952,0.16571375288827359,0.5330144770277644
sample_1953,0.14940200934989947,0.6772111256780877
sample_1954,0.16192993247039397,0.7891748126342055
sample_1955,0.20329752224975733,0.8689055378961177
sample_1956,0.2735047786879893,0.9164033014638244
sample_1957,0.37255170178509,0.9316681033373255
sample_1958,0.5004382915410595,0.9146999435166208
sample_1959,0.24148220420123426,0.5811543705026102
sample_1960,0.2265722969042154,0.7117242261563446
sample_1961,0.24050205626606533,0.8100611201158734
sample_1962,0.2832714822867839,0.8761650523811965
sample_1963,0.35488057496637115,0.9100360229523141
sample_1964,0.45532933430482725,0.9116740318292261
sample_1965,0.3392426509179943,0.6003208635756073
sample_1966,0.32573457986233084,0.7172639262327527
sample_1967,0.34106617546553597,0.8019740271956926
sample_1968,0.3852374377276099,0.8544511664644265
sample_1969,0.4582483666485525,0.8746953440389552
sample_1970,0.4589950930385538,0.590513956246756
sample_1971,0.4468888582242455,0.6938302259073122
sample_1972,0.46362229006880606,0.7649135338736631
sample_1973,0.5091953885722352,0.8037638801458082
sample_1974,0.6007395305629126,0.5517336485160559
sample_1975,0.5900351319899597,0.6414231251800233
sample_1976,0.6081704000758756,0.698879640149785
sample_1977,0.7644759634910709,0.4839799403835072
sample_1978,0.7551734011594733,0.5600426240508856
sample_1979,0.9502043918230285,0.38725283184910997
sample_1980,0.0822124129691395,0.04869024465524441
sample_1981,0.06078724372646188,0.24863821235553807
sample_1982,0.06820174114265296,0.4163532183616261
sample_1983,0.10445590521771278,0.5518352626735086
sample_1984,0.16954973595164144,0.6550843452911855
sample_1985,0.2634832333444386,0.7261004662146568
sample_1986,0.3862563973961046,0.7648836254439225
sample_1987,0.5378692281066392,0.7714338229789827
sample_1988,0.7183217254760428,0.7457510588198373
sample_1989,0.9276138895043147,0.6878353329664862
sample_1990,1.1657457201914552,0.5976866454189297
sample_1991,0.06975304487420117,0.2130543260281027
sample_1992,0.04972971187287875,0.39937550073180733
sample_1993,0.16269771282212428,0.7649412546776879
sample_1994,0.2580330464562767,0.8223305826045701
sample_1995,0.7170770473119468,0.8011007962199835
sample_1996,0.9277710475815741,0.7295582773700435
sample_1997,0.07928567218306212,0.3484450069991123
sample_1998,0.06066417542309521,0.521139388706228
sample_1999,0.07088234532199689,0.6616008087191381
sample_2000,0.10994018187976734,0.7698292670378425
sample_2001,0.17783768509640643,0.8458247636623415
sample_2002,0.2745748549719143,0.8895872985926347
sample_2003,0.4001516915062909,0.9011168718287224
sample_2004,0.554568194699536,0.8804134833706048
sample_2005,0.7378243645516502,0.8274771332182813
sample_2006,0.11081029489572258,0.4548622875682734
sample_2007,0.09359063437711085,0.6139298762788
sample_2008,0.10521064051736792,0.7407645032951211
sample_2009,0.1456703133164937,0.8353661686172364
sample_2010,0.21496965277448812,0.8977348722451466
sample_2011,0.3131086588913512,0.9278706141788509
sample_2012,0.440087331667083,0.9257733944183495
sample_2013,0.5959056711016837,0.8914432129636427
sample_2014,0.16432691301218247,0.5323061677355858
sample_2015,0.14850908873492605,0.6777469634495235
sample_2016,0.16153093111653832,0.7909547974692557
sample_2017,0.2033924401570194,0.871929669794782
sample_2018,0.27409361585636904,0.920671580426103
sample_2019,0.3736344582145875,0.9371805293632183
sample_2020,0.5020149672316747,0.921456516606128
sample_2021,0.2398355265324416,0.5807766475010496
sample_2022,0.2254195384965405,0.7125906502183983
sample_2023,0.23984321711950812,0.8121716912415413
sample_2024,0.28310656240134446,0.8795197705704789
sample_2025,0.35520957434204947,0.9146348882052107
sample_2026,0.4561522529416232,0.917517044145737
sample_2027,0.3373361354565002,0.6002737268646648
sample_2028,0.3243219836619544,0.7184609365854244
sample_2029,0.3401474985262773,0.8044151846119786
sample_2030,0.38481268004946895,0.858136470944327
sample_2031,0.4583175282315292,0.8796247955824699
sample_2032,0.45682873978435806,0.5907974058264315
sample_2033,0.44521642423116753,0.6953578225506021
sample_2034,0.4624437753368458,0.7676852775805671
sample_2035,0.5085107931013928,0.8077797709163266
sample_2036,0.5983133395160156,0.5523476843863494
sample_2037,0.5881028602041805,0.643281308113931
sample_2038,0.6067320475512139,0.7019819701473071
sample_2039,0.7617899346514724,0.48492456254441874
sample_2040,0.7529812915809925,0.5622313932754114
sample_2041,0.9472585251907282,0.3885280403006395
sample_2042,0.08615535099147906,0.06383206639910355
sample_2043,0.05958539359991824,0.259966519958029
sample_2044,0.061855102867226175,0.4238680118227489
sample_2045,0.09296447879340286,0.5555365419932633
sample_2046,0.15291352137844835,0.654972110469572
sample_2047,0.24170223062236235,0.7221747172516753
sample_2048,0.35933060652514515,0.7571443623395728
sample_2049,0.5057986490867965,0.759881045733265
sample_2050,0.6811063583073169,0.7303847674327514
sample_2051,0.8852537341867057,0.6686555274380324
sample_2052,1.1182407767249631,0.5746933257491077
sample_2053,0.07648013527588313,0.22594986373859
sample_2054,0.05131201412567765,0.4084575243009265
sample_2055,0.1488456506282736,0.7625827358227026
sample_2056,0.2390361961135429,0.8161585496082169
sample_2057,0.6826458325225635,0.783488220799526
sample_2058,0.8881950446433076,0.7081321878082179
sample_2059,0.08879691496408662,0.35909426067622785
sample_2060,0.06503063005523652,0.5279751282419753
sample_2061,0.07010401180525508,0.6646230341135173
sample_2062,0.10401706021414234,0.7690379782908537
sample_2063,0.16676977528189824,0.8412199607739845
sample_2064,0.25836215700852294,0.8811689815629097
sample_2065,0.37879420539401626,0.8888850406576294
sample_2066,0.5280659204383783,0.8643681380581434
sample_2067,0.7061773021416093,0.8076182737644519
sample_2068,0.12310569005608948,0.46326525721201717
sample_2069,0.10074124138859464,0.6185193317811757
sample_2070,0.10721645937996852,0.7415404446561286
sample_2071,0.14253134403021114,0.832328595836876
sample_2072,0.2066858953393224,0.8908837853234178
sample_2073,0.29968011330730226,0.917206013115754
sample_2074,0.421513997934151,0.9112952792138846
sample_2075,0.5721875492198684,0.8731515836178098
sample_2076,0.17940646055189183,0.5384628533459578
sample_2077,0.15844384812575224,0.6800901349185273
sample_2078,0.16632090235848135,0.7894844547968913
sample_2079,0.2030376232500793,0.8666458129810497
sample_2080,0.2685940108005458,0.9115742094710025
sample_2081,0.362990065009881,0.9242696442667497
sample_2082,0.48622578587808507,0.9047321173682914
sample_2083,0.25769922645149346,0.5846870490780498
sample_2084,0.23813845026670916,0.7126875376540304
sample_2085,0.24741734074079363,0.8084550645358054
sample_2086,0.2855358978737468,0.8719896297233747
sample_2087,0.35249412166556865,0.9032912332167385
sample_2088,0.44829201211625913,0.9023598750158968
sample_2089,0.3579839877548945,0.6019378444082932
sample_2090,0.3398250478114655,0.7163115399876847
sample_2091,0.35050577452690523,0.7984522738728708
sample_2092,0.3900261679012137,0.8483600460638511
sample_2093,0.4583862279343909,0.866034856560626
sample_2094,0.4802607444620949,0.5902152393366881
sample_2095,0.46350364076002115,0.6909621419194906
sample_2096,0.47558620371681626,0.7594760828080875
sample_2097,0.51650843333248,0.7957570620024789
sample_2098,0.6245294965730948,0.5495192338632342
sample_2099,0.6091742291123764,0.6366393434494478
sample_2100,0.6226586283105268,0.6915264913414557
sample_2101,0.7907902440878938,0.47984982798793185
sample_2102,0.7768368128685309,0.5533431445775564
sample_2103,0.9790429870064923,0.3812070217107808
sample_2104,0.08518365673203901,0.06151619335352965
sample_2105,0.05910761860159591,0.2588947939760694
sample_2106,0.06187124713002157,0.42404043290440363
sample_2107,0.09347454231731603,0.5569531101385323
sample_2108,0.15391750416347916,0.6576328256784554
sample_2109,0.24320013266851093,0.7260795795241728
sample_2110,0.3613224278324114,0.7622933716756848
sample_2111,0.5082843896551805,0.7662742021329911
sample_2112,0.6840860181368186,0.7380220708960917
sample_2113,0.8887273132773255,0.677536977964987
sample_2114,1.1222082750767006,0.5848189233396767
sample_2115,0.0752486032237416,0.2239645769836341
sample_2116,0.05057440133465385,0.4077163846095849
sample_2117,0.14958979562060293,0.7655740373222039
sample_2118,0.24027426036698996,0.8203939981713324
sample_2119,0.6853656545593636,0.7914561105534843
sample_2120,0.8914087859412259,0.7173442246257905
sample_2121,0.08730554511924354,0.35743956021189005
sample_2122,0.06403317947151119,0.5275645748412519
sample_2123,0.06960048048264741,0.665456627776408
sample_2124,0.10400744815265242,0.7711157190173588
sample_2125,0.16725408248152604,0.8445418485641039
sample_2126,0.25934038346926847,0.8857350164166433
sample_2127,0.38026635111587953,0.8946952225749771
sample_2128,0.5300319854213593,0.8714224670391055
sample_2129,0.708637286385708,0.8159167498090283
sample_2130,0.1213544824185449,0.46194114303829736
sample_2131,0.09948395301216781,0.6184393646710701
sample_2132,0.1064530902646594,0.7427046246096374
sample_2133,0.14226189417601967,0.834736922853999
sample_2134,0.20691036474624866,0.894536259404155
sample_2135,0.30039850197534634,0.9221026342601055
sample_2136,0.4227263058633127,0.9174360474218505
sample_2137,0.5738937764101477,0.8805364988893898
sample_2138,0.1773954151216457,0.537469325462856
sample_2139,0.15692672195662383,0.6803407540990398
sample_2140,0.16529769545047068,0.7909792210410181
sample_2141,0.20250833560318632,0.8693847262887908
sample_2142,0.26855864241477057,0.9155572698423579
sample_2143,0.3634486158852236,0.9294968517017193
sample_2144,0.48717825601454534,0.9112034718668752
sample_2145,0.2554283432285458,0.584024107485566
sample_2146,0.23636148630487924,0.7132687431251609
sample_2147,0.24613429604008147,0.8102804170705502
sample_2148,0.2847467724341523,0.8750591293217338
sample_2149,0.3521989154870919,0.9076048798787117
sample_2150,0.4484907251989002,0.9079176687414843
sample_2151,0.3554532667392454,0.6016054891064275
sample_2152,0.3377882460569341,0.7172233317494333
sample_2153,0.34896289203349157,0.8006082126982335
sample_2154,0.3889772046689178,0.8517601319528281
sample_2155,0.45783118396321276,0.8706790895132173
sample_2156,0.4774701856537442,0.5902134703254404
sample_2157,0.46120700121278824,0.6922045199718571
sample_2158,0.4737834834307011,0.7619626079240683
sample_2159,0.5151996323074826,0.799487734182074
sample_2160,0.6214790999720425,0.5498480511426045
sample_2161,0.6066177517724418,0.6382123077924323
sample_2162,0.6205960702317099,0.6943436027480546
sample_2163,0.7874800096941401,0.48050923155792014
sample_2164,0.7740204977358949,0.555246695211159
